File #,DateTime,Operator,Name,ID,Field1,Field2,test,Application,Method,ElapsedTime,Alloy 1,Match Qual 1,Alloy 2,Match Qual 2,Alloy 3,Match Qual 3,Mg,Mg Err,Al,Al Err,Si,Si Err,P,P Err,S,S Err,Cl,Cl Err,K,K Err,Ca,Ca Err,Ti,Ti Err,V,V Err,Cr,Cr Err,Mn,Mn Err,Fe,Fe Err,Ni,Ni Err,Cu,Cu Err,Zn,Zn Err,As,As Err,Se,Se Err,Br,Br Err,Rb,Rb Err,Sr,Sr Err,Mo,Mo Err,Cd,Cd Err,Ba,Ba Err,Hg,Hg Err,Pb,Pb Err,Cal Check,,,,,,
4621,1/1/2006 12:19,Supervisor,mna355,bubble cyanobacteria,t28,b4,soil,PlantsF1,PlantsF1,60,,0,,0,,0,< LOD,0.3035,0.439,0.0369,60.5694,0.2128,0.0113,0.0034,0.0459,0.0024,0.0477,0.0106,0.0603,0.0023,1.0992,0.0262,0.0009,0.0002,0.0001,0,0.0012,0.0002,0.0905,0.0053,0.1479,0.0022,< LOD,0.0001,0.0008,0.0001,0.0038,0.0003,< LOD,0.0002,< LOD,0.0001,< LOD,0.0002,< LOD,0.0002,0.0008,0.0003,< LOD,0.0002,< LOD,0.0021,< LOD,0.0174,< LOD,0.0002,< LOD,0.0005,Passed,,,,,,
4622,1/1/2006 12:22,Supervisor,mna355,bubble cyanobacteria,t28,b4,soil,PlantsF1,PlantsF1,60,,0,,0,,0,< LOD,0.2949,0.3998,0.0359,53.8536,0.2007,0.027,0.0037,0.0472,0.0024,0.0801,0.0115,0.1097,0.0024,0.6277,0.0214,0.0006,0.0002,0.0002,0,0.0012,0.0002,0.088,0.005,0.2762,0.003,< LOD,0.0001,0.0007,0.0001,0.0039,0.0003,< LOD,0.0002,< LOD,0.0001,< LOD,0.0002,< LOD,0.0002,0.0004,0.0002,< LOD,0.0002,< LOD,0.0021,< LOD,0.0175,< LOD,0.0002,< LOD,0.0005,Passed,,,,,,
4623,1/1/2006 12:23,Supervisor,mna355,bubble cyanobacteria,t28,b4,soil,PlantsF1,PlantsF1,60,,0,,0,,0,< LOD,0.3003,0.4328,0.037,53.7338,0.2005,0.0247,0.0037,0.0475,0.0024,0.085,0.0115,0.1116,0.0024,0.6203,0.021,0.0005,0.0002,0.0002,0,0.0016,0.0002,0.094,0.0049,0.2719,0.0029,< LOD,0.0001,0.0007,0.0001,0.0038,0.0003,< LOD,0.0002,< LOD,0.0001,< LOD,0.0002,< LOD,0.0002,0.0004,0.0002,< LOD,0.0002,0.0022,0.0021,< LOD,0.0172,< LOD,0.0002,< LOD,0.0005,Passed,,,,,,
4624,1/1/2006 12:24,Supervisor,mna355,bubble cyanobacteria,t28,b4,soil,PlantsF1,PlantsF1,60,,0,,0,,0,< LOD,0.2889,0.4161,0.0365,53.8221,0.2007,0.0226,0.0037,0.0481,0.0024,0.0865,0.0116,0.1083,0.0024,0.6401,0.0215,0.0005,0.0002,0.0002,0,0.0016,0.0002,0.0957,0.005,0.2806,0.003,< LOD,0.0001,0.0007,0.0001,0.0039,0.0003,< LOD,0.0002,< LOD,0.0001,< LOD,0.0002,< LOD,0.0002,0.0003,0.0002,< LOD,0.0002,0.0033,0.0021,< LOD,0.0173,< LOD,0.0002,< LOD,0.0005,Passed,,,,,,
4625,1/1/2006 12:25,Supervisor,mna355,bubble cyanobacteria,t28,b4,soil,PlantsF1,PlantsF1,60,,0,,0,,0,< LOD,0.297,0.3824,0.0358,53.7685,0.2006,0.0271,0.0037,0.0472,0.0024,0.0772,0.0115,0.1129,0.0024,0.6546,0.0217,0.0006,0.0002,0.0002,0,0.0016,0.0002,0.0985,0.0051,0.2839,0.003,< LOD,0.0001,0.0007,0.0001,0.0041,0.0003,< LOD,0.0002,< LOD,0.0001,< LOD,0.0002,< LOD,0.0002,< LOD,0.0002,< LOD,0.0002,< LOD,0.0021,< LOD,0.0175,< LOD,0.0002,< LOD,0.0005,Passed,,,,,,
4626,1/1/2006 12:27,Supervisor,mna355,bubble cyanobacteria,t28,b4,soil,PlantsF1,PlantsF1,60,,0,,0,,0,< LOD,0.3046,0.4117,0.0367,53.8659,0.201,0.0237,0.0037,0.0472,0.0024,0.0837,0.0116,0.1149,0.0024,0.6863,0.0221,0.0008,0.0002,0.0001,0,0.0013,0.0002,0.1001,0.0052,0.293,0.0031,< LOD,0.0001,0.0005,0.0001,0.0041,0.0003,< LOD,0.0002,< LOD,0.0001,< LOD,0.0002,< LOD,0.0002,< LOD,0.0003,< LOD,0.0002,< LOD,0.0021,< LOD,0.0178,< LOD,0.0002,< LOD,0.0005,Passed,,,,,,
4627,1/1/2006 12:28,Supervisor,mna355,bubble cyanobacteria,t28,b4,soil,PlantsF1,PlantsF1,60,,0,,0,,0,< LOD,0.2914,0.4272,0.0366,53.6061,0.2005,0.0292,0.0038,0.0501,0.0025,0.082,0.0116,0.1176,0.0024,0.688,0.022,0.0005,0.0002,0.0002,0,0.0018,0.0002,0.1023,0.0052,0.2959,0.0031,< LOD,0.0001,0.0007,0.0001,0.004,0.0003,< LOD,0.0002,< LOD,0.0001,< LOD,0.0002,< LOD,0.0002,0.0007,0.0002,< LOD,0.0002,< LOD,0.0021,< LOD,0.0172,< LOD,0.0002,< LOD,0.0005,Passed,,,,,,
4628,1/1/2006 12:29,Supervisor,mna355,bubble cyanobacteria,t28,b4,soil,PlantsF1,PlantsF1,60,,0,,0,,0,< LOD,0.2925,0.437,0.0367,53.5129,0.2003,0.0279,0.0038,0.0509,0.0025,0.0831,0.0115,0.117,0.0024,0.6915,0.0221,0.0003,0.0002,0.0002,0,0.0017,0.0002,0.1029,0.0052,0.2939,0.0031,< LOD,0.0001,0.0008,0.0001,0.0041,0.0003,< LOD,0.0002,< LOD,0.0001,< LOD,0.0002,< LOD,0.0002,< LOD,0.0002,< LOD,0.0002,< LOD,0.0021,< LOD,0.0174,< LOD,0.0002,< LOD,0.0005,Passed,,,,,,
4629,1/1/2006 12:33,Supervisor,mna355,bubble cyanobacteria,t28,b4,soil,PlantsF1,PlantsF1,60,,0,,0,,0,0.3605,0.3117,0.3372,0.0348,51.7379,0.1964,0.0233,0.0038,0.0603,0.0025,0.053,0.0109,0.0741,0.0023,1.2004,0.0276,0.0007,0.0002,0.0002,0,0.0017,0.0002,0.0591,0.0043,0.2097,0.0026,< LOD,0.0001,0.0007,0.0001,0.0023,0.0003,< LOD,0.0002,< LOD,0.0001,< LOD,0.0002,< LOD,0.0002,0.0004,0.0002,< LOD,0.0002,< LOD,0.002,< LOD,0.0174,< LOD,0.0001,< LOD,0.0005,Passed,,,,,,
4630,1/1/2006 12:34,Supervisor,mna355,bubble cyanobacteria,t28,b4,soil,PlantsF1,PlantsF1,60,,0,,0,,0,0.8876,0.3167,0.3411,0.0345,51.7285,0.1964,0.0251,0.0038,0.0577,0.0025,0.057,0.011,0.0792,0.0023,1.2303,0.0283,0.0008,0.0002,0.0001,0,0.0013,0.0002,0.0589,0.0043,0.2121,0.0027,< LOD,0.0001,0.0007,0.0001,0.0026,0.0003,0.0003,0.0002,< LOD,0.0001,< LOD,0.0002,< LOD,0.0002,0.0004,0.0003,< LOD,0.0002,< LOD,0.002,< LOD,0.0176,< LOD,0.0001,< LOD,0.0005,Passed,,,,,,
File #,DateTime,Operator,Name,ID,Field1,Field2,test,Application,Method,ElapsedTime,Alloy 1,Match Qual 1,Alloy 2,Match Qual 2,Alloy 3,Match Qual 3,Ca,Ca Err,Mn,Mn Err,Fe,Fe Err,Ni,Ni Err,Cu,Cu Err,Zn,Zn Err,As,As Err,Se,Se Err,Br,Br Err,Rb,Rb Err,Sr,Sr Err,Mo,Mo Err,Cd,Cd Err,Ba,Ba Err,Hg,Hg Err,Pb,Pb Err,Cal Check,,,,,,,,,,,,,,,,,,,,,,,,,,
4631,1/1/2006 12:36,Supervisor,mna355,bubble cyanobacteria,t28,b4,soil,PlantsF1,PlantsF1,3,,0,,0,,0,1.2126,0.0884,0.0131,0.0029,0.2163,0.0085,< LOD,0.0004,0.0009,0.0004,0.0013,0.0005,< LOD,0.0005,< LOD,0.0003,< LOD,0.0005,< LOD,0.0008,< LOD,0.0008,< LOD,0.0007,< LOD,0.0064,< LOD,0.0568,< LOD,0.0005,< LOD,0.0016,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,
File #,DateTime,Operator,Name,ID,Field1,Field2,test,Application,Method,ElapsedTime,Alloy 1,Match Qual 1,Alloy 2,Match Qual 2,Alloy 3,Match Qual 3,Mg,Mg Err,Al,Al Err,Si,Si Err,P,P Err,S,S Err,Cl,Cl Err,K,K Err,Ca,Ca Err,Ti,Ti Err,V,V Err,Cr,Cr Err,Mn,Mn Err,Fe,Fe Err,Ni,Ni Err,Cu,Cu Err,Zn,Zn Err,As,As Err,Se,Se Err,Br,Br Err,Rb,Rb Err,Sr,Sr Err,Mo,Mo Err,Cd,Cd Err,Ba,Ba Err,Hg,Hg Err,Pb,Pb Err,Cal Check,,,,,,
4632,1/1/2006 12:01,Supervisor,mna355,bubble cyanobacteria,t28,b4,soil,PlantsF1,PlantsF1,60,,0,,0,,0,0.6536,0.3177,0.331,0.0349,52.3535,0.1979,0.0215,0.0039,0.0593,0.0026,0.0545,0.011,0.0773,0.0023,1.1936,0.0274,0.0007,0.0002,0.0001,0,0.0017,0.0002,0.0567,0.0042,0.2074,0.0026,< LOD,0.0001,0.0007,0.0001,0.0023,0.0003,< LOD,0.0002,< LOD,0.0001,< LOD,0.0002,< LOD,0.0002,0.0004,0.0002,< LOD,0.0002,< LOD,0.002,< LOD,0.0174,< LOD,0.0002,< LOD,0.0005,Passed,,,,,,
4633,1/1/2006 12:02,Supervisor,mna355,bubble cyanobacteria,t28,b4,soil,PlantsF1,PlantsF1,60,,0,,0,,0,0.5412,0.3113,0.344,0.0348,52.451,0.198,0.025,0.0038,0.0589,0.0025,0.0615,0.011,0.0829,0.0023,1.1887,0.0275,0.0008,0.0002,0.0002,0,0.0017,0.0002,0.06,0.0044,0.2111,0.0026,< LOD,0.0001,0.0007,0.0001,0.0026,0.0003,0.0003,0.0002,< LOD,0.0001,< LOD,0.0002,< LOD,0.0002,0.0003,0.0003,< LOD,0.0002,< LOD,0.002,< LOD,0.0175,< LOD,0.0002,< LOD,0.0005,Passed,,,,,,
4634,1/1/2006 12:03,Supervisor,mna355,bubble cyanobacteria,t28,b4,soil,PlantsF1,PlantsF1,60,,0,,0,,0,0.5349,0.3015,0.3518,0.0346,52.5477,0.1982,0.0218,0.0038,0.0585,0.0026,0.0621,0.0111,0.0869,0.0023,1.2012,0.0273,0.0008,0.0002,0.0001,0,0.0013,0.0002,0.0484,0.0041,0.2064,0.0026,< LOD,0.0001,0.0007,0.0001,0.0023,0.0003,0.0002,0.0002,< LOD,0.0001,< LOD,0.0002,< LOD,0.0002,0.0004,0.0002,< LOD,0.0002,< LOD,0.002,< LOD,0.0171,< LOD,0.0002,< LOD,0.0005,Passed,,,,,,
4635,1/1/2006 12:05,Supervisor,mna355,bubble cyanobacteria,t28,b4,soil,PlantsF1,PlantsF1,60,,0,,0,,0,< LOD,0.3188,0.3599,0.036,52.5163,0.1982,0.026,0.0039,0.0598,0.0026,0.0562,0.011,0.0807,0.0023,1.2055,0.0276,0.0006,0.0002,0.0002,0,0.0017,0.0002,0.0582,0.0043,0.2084,0.0026,< LOD,0.0001,0.0008,0.0001,0.0027,0.0003,0.0002,0.0002,< LOD,0.0001,< LOD,0.0002,< LOD,0.0002,0.0004,0.0002,< LOD,0.0002,< LOD,0.002,< LOD,0.0174,< LOD,0.0002,< LOD,0.0005,Passed,,,,,,
4636,1/1/2006 12:06,Supervisor,mna355,bubble cyanobacteria,t28,b4,soil,PlantsF1,PlantsF1,60,,0,,0,,0,0.7841,0.3195,0.3419,0.0348,52.576,0.1983,0.0251,0.0039,0.0583,0.0025,0.0646,0.0111,0.0876,0.0023,1.1924,0.0279,0.0008,0.0002,0.0001,0,0.0015,0.0002,0.0628,0.0044,0.2135,0.0027,< LOD,0.0001,0.0008,0.0001,0.0026,0.0003,< LOD,0.0002,< LOD,0.0001,< LOD,0.0002,< LOD,0.0002,0.0003,0.0003,< LOD,0.0002,< LOD,0.002,< LOD,0.0179,< LOD,0.0002,< LOD,0.0005,Passed,,,,,,
4637,1/1/2006 12:09,Supervisor,mna355,non-bubble cyanobacteria,t28,b4,soil,PlantsF1,PlantsF1,60,,0,,0,,0,22.5845,1.0018,0.3572,0.0474,1.6961,0.0448,0.0212,0.0087,0.0567,0.0034,0.0633,0.0181,0.5033,0.0032,28.971,0.1405,< LOD,0.0003,0.0001,0,< LOD,0.0002,0.8819,0.0152,0.7912,0.0059,< LOD,0.0002,0.0011,0.0002,0.009,0.0005,0.0003,0.0002,< LOD,0.0001,< LOD,0.0002,< LOD,0.0003,0.0226,0.0004,< LOD,0.0002,< LOD,0.0018,< LOD,0.0213,< LOD,0.0001,< LOD,0.0006,Passed,,,,,,
4638,1/1/2006 12:10,Supervisor,mna355,non-bubble cyanobacteria,t28,b4,soil,PlantsF1,PlantsF1,60,,0,,0,,0,23.5824,1.0187,0.4449,0.0489,1.7286,0.0448,0.0317,0.0087,0.056,0.0034,0.0612,0.0181,0.5327,0.0032,29.903,0.1449,0.0006,0.0003,0.0001,0,0.0002,0.0002,0.938,0.0161,0.8201,0.0061,0.0002,0.0002,0.001,0.0002,0.0093,0.0005,0.0006,0.0002,< LOD,0.0001,< LOD,0.0002,< LOD,0.0003,0.0233,0.0004,< LOD,0.0002,0.0023,0.0018,< LOD,0.0218,< LOD,0.0001,< LOD,0.0006,Passed,,,,,,
4639,1/1/2006 12:11,Supervisor,mna355,non-bubble cyanobacteria,t28,b4,soil,PlantsF1,PlantsF1,60,,0,,0,,0,24.0038,1.0123,0.4057,0.0479,1.7005,0.0447,0.0172,0.0086,0.0549,0.0034,0.0781,0.0183,0.5186,0.0032,28.8818,0.1401,0.001,0.0003,0.0001,0,0.0003,0.0002,0.8802,0.0153,0.7985,0.0059,0.0002,0.0002,0.0012,0.0002,0.0094,0.0005,0.0004,0.0002,< LOD,0.0001,< LOD,0.0002,< LOD,0.0003,0.0228,0.0004,< LOD,0.0002,< LOD,0.0018,< LOD,0.0212,0.0002,0.0001,< LOD,0.0006,Passed,,,,,,
4640,1/1/2006 12:13,Supervisor,mna355,non-bubble cyanobacteria,t28,b4,soil,PlantsF1,PlantsF1,60,,0,,0,,0,23.4271,1.0114,0.4024,0.0481,1.7088,0.0448,0.0249,0.0087,0.0534,0.0034,0.0687,0.0182,0.5191,0.0033,29.3401,0.1418,0.0007,0.0003,0.0001,0,< LOD,0.0002,0.8973,0.0154,0.8039,0.0059,0.0002,0.0001,0.0011,0.0002,0.0089,0.0005,0.0006,0.0002,< LOD,0.0001,< LOD,0.0002,< LOD,0.0003,0.0236,0.0004,< LOD,0.0002,0.0025,0.0018,< LOD,0.0214,0.0001,0.0001,< LOD,0.0006,Passed,,,,,,
4641,1/1/2006 12:14,Supervisor,mna355,non-bubble cyanobacteria,t28,b4,soil,PlantsF1,PlantsF1,60,,0,,0,,0,24.3684,1.0135,0.4075,0.0473,1.7488,0.0449,0.0278,0.0086,0.0579,0.0034,0.0654,0.0182,0.542,0.0032,29.1718,0.1418,< LOD,0.0003,0.0001,0,0.0004,0.0002,0.9138,0.0158,0.8049,0.0059,0.0002,0.0002,0.0011,0.0002,0.009,0.0005,< LOD,0.0002,< LOD,0.0001,< LOD,0.0002,< LOD,0.0003,0.0233,0.0004,< LOD,0.0002,< LOD,0.0018,< LOD,0.0217,< LOD,0.0001,0.0007,0.0006,Passed,,,,,,
4642,1/1/2006 12:15,Supervisor,mna355,non-bubble cyanobacteria,t28,b4,soil,PlantsF1,PlantsF1,60,,0,,0,,0,23.7817,1.0218,0.4048,0.0479,1.735,0.0449,0.0157,0.0085,0.0544,0.0034,0.0815,0.0184,0.5451,0.0032,29.9013,0.1448,0.0005,0.0003,0.0001,0,0.0002,0.0002,0.9395,0.0161,0.8198,0.006,0.0002,0.0002,0.0012,0.0002,0.0094,0.0005,0.0004,0.0002,< LOD,0.0001,0.0003,0.0002,< LOD,0.0003,0.0231,0.0004,< LOD,0.0002,< LOD,0.0018,< LOD,0.022,0.0002,0.0001,< LOD,0.0006,Passed,,,,,,
4643,1/1/2006 12:17,Supervisor,mna355,non-bubble cyanobacteria,t28,b4,soil,PlantsF1,PlantsF1,60,,0,,0,,0,23.2989,1.0059,0.4071,0.0475,1.698,0.0447,0.02,0.0087,0.0521,0.0035,0.0669,0.0184,0.5099,0.0033,29.1828,0.1417,0.0004,0.0003,0.0001,0,0.0002,0.0002,0.9032,0.0155,0.8015,0.0059,0.0002,0.0002,0.001,0.0002,0.0093,0.0005,0.0004,0.0002,< LOD,0.0001,< LOD,0.0002,< LOD,0.0003,0.0234,0.0004,< LOD,0.0002,0.0025,0.0018,< LOD,0.0214,< LOD,0.0001,< LOD,0.0006,Passed,,,,,,
4644,1/1/2006 12:18,Supervisor,mna355,non-bubble cyanobacteria,t28,b4,soil,PlantsF1,PlantsF1,60,,0,,0,,0,15.8798,0.8331,0.3421,0.045,9.4063,0.0934,0.0368,0.008,0.0762,0.0035,0.1068,0.0167,0.4041,0.0031,23.5197,0.1287,0.0012,0.0003,0.0001,0,0.0009,0.0002,0.6754,0.0131,0.6967,0.0056,< LOD,0.0001,0.0011,0.0002,0.0053,0.0004,0.0003,0.0002,< LOD,0.0001,< LOD,0.0002,< LOD,0.0003,0.022,0.0004,< LOD,0.0002,0.0018,0.0018,< LOD,0.0218,< LOD,0.0001,< LOD,0.0006,Passed,,,,,,
4645,1/1/2006 12:20,Supervisor,mna355,non-bubble cyanobacteria,t28,b4,soil,PlantsF1,PlantsF1,60,,0,,0,,0,15.6733,0.8357,0.2902,0.0444,8.9912,0.0916,0.0301,0.008,0.071,0.0035,0.105,0.0168,0.4053,0.0031,23.9921,0.1301,0.0008,0.0003,0.0001,0,0.0007,0.0002,0.6746,0.0131,0.6936,0.0056,< LOD,0.0001,0.001,0.0002,0.0055,0.0004,< LOD,0.0002,< LOD,0.0001,< LOD,0.0002,< LOD,0.0003,0.0221,0.0004,< LOD,0.0002,< LOD,0.0018,0.022,0.0219,< LOD,0.0001,0.0008,0.0006,Passed,,,,,,
4646,1/1/2006 12:21,Supervisor,mna355,non-bubble cyanobacteria,t28,b4,soil,PlantsF1,PlantsF1,60,,0,,0,,0,16.7026,0.8451,0.3183,0.0446,9.0422,0.0918,0.0302,0.0079,0.0712,0.0034,0.1041,0.0167,0.4042,0.0031,23.7033,0.1287,0.001,0.0003,0.0001,0,0.0009,0.0002,0.6678,0.013,0.6872,0.0055,< LOD,0.0001,0.001,0.0002,0.0057,0.0004,0.0006,0.0002,< LOD,0.0001,< LOD,0.0002,< LOD,0.0003,0.0223,0.0004,< LOD,0.0002,0.0027,0.0018,< LOD,0.0216,< LOD,0.0001,< LOD,0.0006,Passed,,,,,,
4647,1/1/2006 12:22,Supervisor,mna355,non-bubble cyanobacteria,t28,b4,soil,PlantsF1,PlantsF1,60,,0,,0,,0,15.7274,0.8396,0.3078,0.0449,9.1291,0.0922,0.033,0.008,0.0737,0.0035,0.1118,0.0169,0.4098,0.0031,23.8973,0.1298,0.0007,0.0003,0.0001,0,0.0009,0.0002,0.6733,0.0131,0.6962,0.0056,< LOD,0.0001,0.0011,0.0002,0.0055,0.0004,0.0007,0.0002,< LOD,0.0001,< LOD,0.0002,< LOD,0.0003,0.0219,0.0004,< LOD,0.0002,0.0018,0.0017,< LOD,0.0218,< LOD,0.0001,< LOD,0.0006,Passed,,,,,,
4648,1/1/2006 12:23,Supervisor,mna355,non-bubble cyanobacteria,t28,b4,soil,PlantsF1,PlantsF1,60,,0,,0,,0,14.931,0.836,0.304,0.0454,9.1048,0.0921,0.0382,0.008,0.0713,0.0034,0.1045,0.0168,0.4,0.0031,23.88,0.13,0.0007,0.0003,0.0001,0,0.0009,0.0002,0.6662,0.0129,0.6973,0.0056,< LOD,0.0001,0.0012,0.0002,0.0057,0.0004,< LOD,0.0002,< LOD,0.0001,< LOD,0.0002,< LOD,0.0003,0.0224,0.0004,< LOD,0.0002,< LOD,0.0018,< LOD,0.0218,< LOD,0.0001,< LOD,0.0006,Passed,,,,,,
4649,1/1/2006 12:25,Supervisor,mna355,non-bubble cyanobacteria,t28,b4,soil,PlantsF1,PlantsF1,60,,0,,0,,0,16.3916,0.841,0.3459,0.0448,9.1166,0.0921,0.0317,0.0079,0.075,0.0034,0.0959,0.0167,0.4125,0.0031,23.9188,0.1305,0.0011,0.0003,0.0001,0,0.0007,0.0002,0.6878,0.0133,0.7,0.0056,< LOD,0.0001,0.001,0.0002,0.0055,0.0004,0.0006,0.0002,< LOD,0.0001,< LOD,0.0002,< LOD,0.0003,0.0224,0.0004,< LOD,0.0002,< LOD,0.0018,< LOD,0.0219,0.0002,0.0001,< LOD,0.0006,Passed,,,,,,
4650,1/1/2006 12:26,Supervisor,mna355,non-bubble cyanobacteria,t28,b4,soil,PlantsF1,PlantsF1,60,,0,,0,,0,15.8172,0.8339,0.341,0.0449,9.0544,0.0918,0.033,0.0079,0.0717,0.0034,0.1037,0.0167,0.4055,0.0031,24.1055,0.1308,0.0007,0.0003,0.0001,0,0.001,0.0002,0.68,0.0132,0.7023,0.0056,< LOD,0.0001,0.001,0.0002,0.0053,0.0004,0.0003,0.0002,< LOD,0.0001,< LOD,0.0002,< LOD,0.0003,0.0223,0.0004,< LOD,0.0002,< LOD,0.0017,< LOD,0.0217,< LOD,0.0001,< LOD,0.0006,Passed,,,,,,
4651,1/1/2006 12:30,Supervisor,mna355,black bubble cyanobacteria,t28,b4,soil,PlantsF1,PlantsF1,60,,0,,0,,0,< LOD,0.2132,0.0318,0.02,10.5881,0.0861,0.0042,0.0024,0.0069,0.0015,< LOD,0.0097,< LOD,0.0009,0.3165,0.0306,< LOD,0.0001,0.0001,0,0.0002,0.0001,0.0103,0.0021,0.0733,0.0027,< LOD,0.0001,0.001,0.0003,0.0017,0.0003,< LOD,0.0003,< LOD,0.0001,< LOD,0.0003,< LOD,0.0004,< LOD,0.0004,< LOD,0.0001,< LOD,0.001,< LOD,0.0302,< LOD,0.0001,< LOD,0.0009,Passed,,,,,,
4652,1/1/2006 12:32,Supervisor,mna355,black bubble cyanobacteria,t28,b4,soil,PlantsF1,PlantsF1,60,,0,,0,,0,0.2044,0.2043,0.0251,0.0193,10.8015,0.0869,0.0042,0.0024,0.0066,0.0015,< LOD,0.0096,< LOD,0.0009,0.2913,0.0295,< LOD,0.0001,0.0001,0,0.0002,0.0001,0.0094,0.002,0.0745,0.0027,< LOD,0.0001,0.0011,0.0002,0.0015,0.0003,< LOD,0.0003,< LOD,0.0001,< LOD,0.0003,< LOD,0.0004,< LOD,0.0004,< LOD,0.0001,< LOD,0.001,< LOD,0.0305,< LOD,0.0001,< LOD,0.0009,Passed,,,,,,
4653,1/1/2006 12:33,Supervisor,mna355,black bubble cyanobacteria,t28,b4,soil,PlantsF1,PlantsF1,60,,0,,0,,0,< LOD,0.2113,0.0229,0.0197,10.9142,0.0874,0.0036,0.0024,0.0054,0.0015,< LOD,0.0097,< LOD,0.0009,0.3323,0.0307,< LOD,0.0001,0.0001,0,0.0003,0.0001,0.0084,0.0021,0.0747,0.0028,< LOD,0.0001,0.001,0.0002,0.0014,0.0003,< LOD,0.0003,< LOD,0.0001,< LOD,0.0003,< LOD,0.0004,< LOD,0.0004,< LOD,0.0001,< LOD,0.0011,< LOD,0.0302,< LOD,0.0001,< LOD,0.0009,Passed,,,,,,
4654,1/1/2006 12:34,Supervisor,mna355,black bubble cyanobacteria,t28,b4,soil,PlantsF1,PlantsF1,60,,0,,0,,0,< LOD,0.2031,0.034,0.0194,10.9105,0.0873,0.0039,0.0023,0.0079,0.0015,< LOD,0.0098,< LOD,0.0009,0.2846,0.029,< LOD,0.0001,0.0001,0,0.0004,0.0001,0.0082,0.0021,0.071,0.0026,< LOD,0.0001,0.0011,0.0002,0.0016,0.0003,< LOD,0.0003,< LOD,0.0001,< LOD,0.0003,< LOD,0.0004,< LOD,0.0004,< LOD,0.0001,< LOD,0.0011,< LOD,0.0296,< LOD,0.0001,< LOD,0.0009,Passed,,,,,,
4655,1/1/2006 12:36,Supervisor,mna355,black bubble cyanobacteria,t28,b4,soil,PlantsF1,PlantsF1,60,,0,,0,,0,< LOD,0.209,0.0333,0.0201,10.9396,0.0875,0.0038,0.0024,0.0066,0.0015,< LOD,0.0097,< LOD,0.0009,0.2691,0.0292,< LOD,0.0001,0.0001,0,0.0003,0.0001,0.0098,0.0021,0.0751,0.0027,< LOD,0.0001,0.0009,0.0002,0.0015,0.0003,< LOD,0.0003,< LOD,0.0001,< LOD,0.0003,< LOD,0.0004,< LOD,0.0004,< LOD,0.0001,< LOD,0.001,< LOD,0.0297,< LOD,0.0001,< LOD,0.0009,Passed,,,,,,
4656,1/1/2006 12:37,Supervisor,mna355,black bubble cyanobacteria,t28,b4,soil,PlantsF1,PlantsF1,60,,0,,0,,0,< LOD,0.2094,0.0456,0.0203,10.9946,0.0877,0.0046,0.0023,0.0059,0.0015,< LOD,0.0098,< LOD,0.0009,0.3087,0.0298,< LOD,0.0001,0.0001,0,0.0003,0.0001,0.0097,0.002,0.0743,0.0027,< LOD,0.0001,0.001,0.0002,0.0016,0.0003,< LOD,0.0003,< LOD,0.0001,< LOD,0.0003,< LOD,0.0004,< LOD,0.0004,< LOD,0.0001,< LOD,0.0011,< LOD,0.0296,< LOD,0.0001,< LOD,0.0009,Passed,,,,,,
4657,1/1/2006 12:38,Supervisor,mna355,black bubble cyanobacteria,t28,b4,soil,PlantsF1,PlantsF1,60,,0,,0,,0,0.2742,0.2159,0.0356,0.02,11.0839,0.0881,0.0053,0.0024,0.0061,0.0015,< LOD,0.0097,< LOD,0.0009,0.2956,0.0295,< LOD,0.0001,0.0001,0,0.0003,0.0001,0.0096,0.0021,0.0735,0.0027,< LOD,0.0001,0.0012,0.0002,0.0017,0.0003,< LOD,0.0003,< LOD,0.0001,< LOD,0.0003,< LOD,0.0004,< LOD,0.0004,< LOD,0.0001,< LOD,0.0011,< LOD,0.03,< LOD,0.0001,< LOD,0.0009,Passed,,,,,,
4658,1/1/2006 12:40,Supervisor,mna355,black bubble cyanobacteria,t28,b4,soil,PlantsF1,PlantsF1,60,,0,,0,,0,< LOD,0.2111,0.0353,0.0201,11.043,0.0879,0.0048,0.0024,0.007,0.0015,< LOD,0.0097,< LOD,0.0009,0.299,0.0296,< LOD,0.0001,0.0001,0,0.0003,0.0001,0.0109,0.0022,0.0722,0.0027,< LOD,0.0001,0.0009,0.0002,0.0017,0.0003,< LOD,0.0003,< LOD,0.0001,< LOD,0.0003,< LOD,0.0004,0.0005,0.0004,< LOD,0.0001,< LOD,0.0011,< LOD,0.0302,< LOD,0.0001,< LOD,0.0009,Passed,,,,,,
4659,1/1/2006 12:43,Supervisor,mna355,natural bubble cyanobacteria,t28,b4,soil,PlantsF1,PlantsF1,60,,0,,0,,0,< LOD,0.2865,1.8506,0.0619,17.4722,0.1172,0.0714,0.0048,0.4567,0.0056,0.0234,0.0111,0.2782,0.0037,0.2679,0.0231,0.0136,0.0003,0.0007,0,0.0016,0.0002,0.0634,0.0043,3.7439,0.014,< LOD,0.0001,0.0009,0.0002,0.0033,0.0003,0.002,0.0003,< LOD,0.0001,< LOD,0.0002,0.002,0.0003,0.0076,0.0004,0.0002,0.0002,< LOD,0.0016,< LOD,0.0241,< LOD,0.0001,0.0046,0.0007,Passed,,,,,,
