4438,1/1/2006 13:11,Supervisor,guat,c,t24,b1,leaf,PlantsF1,PlantsF1,60,,0,,0,,0,< LOD,0.2736,0.0652,0.027,9.28,0.0851,0.0226,0.0041,0.0629,0.0029,0.2528,0.0164,0.6888,0.0044,1.8557,0.0316,< LOD,0.0002,< LOD,0,< LOD,0.0002,0.0105,0.0011,0.0297,0.001,0.0003,0.0001,0.0069,0.0003,0.0008,0.0002,< LOD,0.0002,< LOD,0.0001,0.0004,0.0002,< LOD,0.0003,0.0003,0.0003,< LOD,0.0002,< LOD,0.0018,< LOD,0.0134,< LOD,0.0002,< LOD,0.0006,Passed,,,,,,
4439,1/1/2006 13:14,Supervisor,guat,c,t25,b4,leaf,PlantsF1,PlantsF1,60,,0,,0,,0,< LOD,0.2769,0.0469,0.0281,6.597,0.0723,0.0469,0.0046,0.3452,0.0051,0.3556,0.0177,0.9508,0.0051,1.0374,0.0221,< LOD,0.0003,< LOD,0,< LOD,0.0002,0.0065,0.0008,0.0131,0.0007,0.0002,0.0001,0.0036,0.0002,0.0013,0.0002,< LOD,0.0002,< LOD,0.0001,0.0008,0.0002,0.0008,0.0003,< LOD,0.0003,< LOD,0.0002,< LOD,0.0019,< LOD,0.0113,< LOD,0.0002,< LOD,0.0005,Passed,,,,,,
4440,1/1/2006 13:17,Supervisor,guat,c,t25,b3,leaf,PlantsF1,PlantsF1,60,,0,,0,,0,< LOD,0.3032,< LOD,0.031,0.1411,0.0184,0.0814,0.0055,0.1792,0.0042,0.4278,0.0199,1.5834,0.0064,0.7508,0.0188,0.0003,0.0003,< LOD,0,< LOD,0.0003,0.0016,0.0004,0.0122,0.0006,< LOD,0.0001,0.0037,0.0002,0.0008,0.0002,< LOD,0.0002,< LOD,0.0002,0.0008,0.0002,0.0023,0.0003,0.0003,0.0002,0.0002,0.0002,< LOD,0.0021,< LOD,0.0111,< LOD,0.0002,< LOD,0.0005,Passed,,,,,,
4441,1/1/2006 13:20,Supervisor,guat,c,t25,b2,leaf,PlantsF1,PlantsF1,60,,0,,0,,0,< LOD,0.3137,0.0828,0.0307,13.753,0.1047,0.0347,0.0048,0.1933,0.0042,0.4753,0.02,1.1786,0.0057,1.6992,0.0273,0.0005,0.0003,< LOD,0,0.0003,0.0002,0.0202,0.0014,0.0109,0.0006,< LOD,0.0001,0.0028,0.0002,0.0015,0.0002,< LOD,0.0002,< LOD,0.0002,0.0008,0.0002,0.0007,0.0003,0.0006,0.0002,< LOD,0.0002,< LOD,0.002,< LOD,0.0118,< LOD,0.0002,< LOD,0.0005,Passed,,,,,,
4442,1/1/2006 13:23,Supervisor,guat,c,t25,b1,leaf,PlantsF1,PlantsF1,60,,0,,0,,0,< LOD,0.312,0.0491,0.0318,7.9403,0.0803,0.0651,0.0054,0.4523,0.006,0.8616,0.0243,1.8784,0.0068,1.2794,0.0252,0.0003,0.0003,< LOD,0,< LOD,0.0002,0.0059,0.0008,0.0154,0.0007,0.0001,0.0001,0.0039,0.0002,0.0018,0.0002,< LOD,0.0002,< LOD,0.0001,0.0011,0.0002,0.0021,0.0003,0.0003,0.0003,< LOD,0.0002,< LOD,0.0019,< LOD,0.0121,< LOD,0.0002,< LOD,0.0006,Passed,,,,,,
4443,1/1/2006 13:26,Supervisor,guat,p,t26,b4,leaf,PlantsF1,PlantsF1,60,,0,,0,,0,< LOD,0.294,0.0605,0.0298,5.9569,0.0691,0.0497,0.0049,0.4412,0.0057,0.4316,0.019,1.0304,0.0052,1.6696,0.0297,< LOD,0.0002,< LOD,0,< LOD,0.0002,0.0041,0.0008,0.0244,0.0009,0.0003,0.0001,0.0054,0.0002,0.0021,0.0002,< LOD,0.0002,< LOD,0.0001,0.0007,0.0002,0.0006,0.0003,< LOD,0.0003,< LOD,0.0002,< LOD,0.0018,< LOD,0.013,< LOD,0.0002,< LOD,0.0006,Passed,,,,,,
4444,1/1/2006 13:29,Supervisor,guat,p,t26,b3,leaf,PlantsF1,PlantsF1,60,,0,,0,,0,< LOD,0.344,0.0893,0.0347,0.1122,0.0189,0.0501,0.0056,0.0798,0.004,2.1214,0.0344,2.432,0.0065,2.354,0.032,< LOD,0.0002,< LOD,0,< LOD,0.0002,0.0051,0.0006,0.0088,0.0006,0.0006,0.0002,0.0025,0.0002,0.0009,0.0001,< LOD,0.0002,< LOD,0.0001,0.0043,0.0002,0.0009,0.0003,0.0004,0.0002,< LOD,0.0002,< LOD,0.002,< LOD,0.0116,< LOD,0.0002,< LOD,0.0005,Passed,,,,,,
4445,1/1/2006 13:31,Supervisor,guat,p,t26,b2,leaf,PlantsF1,PlantsF1,60,,0,,0,,0,< LOD,0.3456,0.0612,0.0336,0.4902,0.0259,0.0638,0.006,0.1517,0.0045,1.6959,0.0318,2.1041,0.0061,3.5453,0.0419,< LOD,0.0003,< LOD,0,< LOD,0.0002,0.0028,0.0006,0.0243,0.0009,0.0004,0.0001,0.0056,0.0002,0.0008,0.0002,< LOD,0.0002,< LOD,0.0001,0.0008,0.0002,0.0019,0.0003,0.0005,0.0003,< LOD,0.0002,< LOD,0.0019,< LOD,0.0132,< LOD,0.0002,0.0008,0.0006,Passed,,,,,,
4446,1/1/2006 13:34,Supervisor,guat,p,t26,b1,leaf,PlantsF1,PlantsF1,60,,0,,0,,0,< LOD,0.3138,0.0658,0.0309,1.4497,0.0373,0.081,0.0059,0.7795,0.0076,1.1475,0.0267,1.1858,0.0044,1.4256,0.0257,< LOD,0.0003,< LOD,0,< LOD,0.0002,0.0026,0.0006,0.0187,0.0008,< LOD,0.0001,0.0038,0.0002,0.0008,0.0002,< LOD,0.0002,< LOD,0.0001,0.0015,0.0002,0.0004,0.0003,< LOD,0.0003,< LOD,0.0002,< LOD,0.002,< LOD,0.0119,< LOD,0.0002,< LOD,0.0005,Passed,,,,,,
4447,1/1/2006 13:37,Supervisor,guat,p,t27,b4,leaf,PlantsF1,PlantsF1,60,,0,,0,,0,< LOD,0.3347,0.0431,0.032,3.9609,0.058,0.0586,0.0055,0.5292,0.0065,1.4154,0.0291,1.543,0.005,1.7058,0.0282,< LOD,0.0003,< LOD,0,< LOD,0.0002,0.0027,0.0006,0.017,0.0007,< LOD,0.0001,0.0037,0.0002,0.0008,0.0002,< LOD,0.0002,< LOD,0.0001,0.0028,0.0002,0.0007,0.0003,< LOD,0.0003,< LOD,0.0002,< LOD,0.002,< LOD,0.012,0.0003,0.0002,< LOD,0.0005,Passed,,,,,,
4448,1/1/2006 13:39,Supervisor,guat,p,t27,b3,leaf,PlantsF1,PlantsF1,60,,0,,0,,0,0.7221,0.3707,0.0422,0.036,1.18,0.0348,0.059,0.0057,0.2424,0.0048,0.6377,0.0228,2.678,0.0086,2.3447,0.0324,< LOD,0.0003,< LOD,0,< LOD,0.0002,0.0083,0.0007,0.0126,0.0007,0.0008,0.0002,0.0031,0.0002,0.0021,0.0002,< LOD,0.0002,< LOD,0.0001,0.0026,0.0002,0.0011,0.0003,0.0005,0.0003,< LOD,0.0002,0.0023,0.002,0.0176,0.0121,< LOD,0.0002,< LOD,0.0005,Passed,,,,,,
4449,1/1/2006 13:42,Supervisor,guat,p,t27,b2,leaf,PlantsF1,PlantsF1,60,,0,,0,,0,< LOD,0.3011,0.0507,0.03,8.5718,0.0828,0.0795,0.0057,0.4506,0.0058,0.396,0.0186,0.9128,0.005,2.1279,0.0337,< LOD,0.0003,< LOD,0,< LOD,0.0002,0.0061,0.001,0.0257,0.001,0.0002,0.0001,0.0059,0.0002,0.0017,0.0002,< LOD,0.0002,< LOD,0.0001,0.0005,0.0002,< LOD,0.0003,< LOD,0.0003,< LOD,0.0002,< LOD,0.0018,< LOD,0.0131,< LOD,0.0002,< LOD,0.0006,Passed,,,,,,
4450,1/1/2006 13:45,Supervisor,guat,p,t27,b1,leaf,PlantsF1,PlantsF1,60,,0,,0,,0,< LOD,0.3082,0.0415,0.0299,0.5048,0.0248,0.0298,0.0053,0.2841,0.0048,0.1391,0.0155,0.6695,0.0045,3.2663,0.0364,0.0004,0.0003,< LOD,0,< LOD,0.0002,0.0024,0.0005,0.0125,0.0006,< LOD,0.0001,0.0026,0.0002,0.0008,0.0001,< LOD,0.0002,< LOD,0.0002,0.0008,0.0002,0.0003,0.0003,0.0005,0.0002,< LOD,0.0002,< LOD,0.002,< LOD,0.0109,< LOD,0.0002,< LOD,0.0005,Passed,,,,,,
4451,1/1/2006 13:48,Supervisor,guat,p,t28,b4,leaf,PlantsF1,PlantsF1,60,,0,,0,,0,< LOD,0.2973,0.0639,0.0288,11.7843,0.0967,0.0276,0.0045,0.1035,0.0034,0.2555,0.0168,0.7626,0.0047,1.5625,0.0262,< LOD,0.0003,< LOD,0,< LOD,0.0002,0.0074,0.0009,0.0105,0.0006,< LOD,0.0001,0.003,0.0002,0.001,0.0002,< LOD,0.0002,< LOD,0.0002,0.0016,0.0002,< LOD,0.0003,< LOD,0.0002,< LOD,0.0002,< LOD,0.002,< LOD,0.0113,< LOD,0.0002,0.0005,0.0005,Passed,,,,,,
4452,1/1/2006 13:50,Supervisor,guat,p,t28,b3,leaf,PlantsF1,PlantsF1,60,,0,,0,,0,< LOD,0.3002,0.0546,0.03,11.9761,0.0981,0.0473,0.0051,0.2343,0.0044,0.0967,0.0149,0.799,0.0052,1.8521,0.0281,< LOD,0.0003,< LOD,0,< LOD,0.0002,0.0163,0.0012,0.0136,0.0007,< LOD,0.0001,0.0036,0.0002,0.0009,0.0002,< LOD,0.0002,< LOD,0.0002,0.0006,0.0002,0.0004,0.0003,< LOD,0.0002,0.0003,0.0002,< LOD,0.002,< LOD,0.0113,< LOD,0.0002,0.0006,0.0005,Passed,,,,,,
4453,1/1/2006 13:53,Supervisor,guat,p,t28,b2,leaf,PlantsF1,PlantsF1,60,,0,,0,,0,< LOD,0.3249,0.078,0.0312,1.8347,0.0413,0.0427,0.0057,0.1198,0.0037,0.4502,0.0203,0.8759,0.0046,3.3682,0.0377,0.0003,0.0003,< LOD,0,< LOD,0.0002,0.0033,0.0006,0.0098,0.0006,< LOD,0.0001,0.0028,0.0002,0.0015,0.0002,< LOD,0.0002,< LOD,0.0002,0.0008,0.0002,0.0007,0.0003,0.0005,0.0002,< LOD,0.0002,< LOD,0.002,< LOD,0.0115,< LOD,0.0002,0.0006,0.0005,Passed,,,,,,
4454,1/1/2006 13:55,Supervisor,guat,p,t28,b1,leaf,PlantsF1,PlantsF1,60,,0,,0,,0,0.555,0.3679,0.097,0.0338,1.8523,0.0428,0.1116,0.0075,0.4038,0.0059,0.7166,0.0235,1.0995,0.0049,6.5032,0.0558,< LOD,0.0003,< LOD,0,< LOD,0.0002,0.0052,0.0009,0.0178,0.0008,< LOD,0.0001,0.0043,0.0002,0.0011,0.0002,< LOD,0.0002,< LOD,0.0001,0.0011,0.0002,< LOD,0.0003,0.0007,0.0003,< LOD,0.0002,< LOD,0.0019,< LOD,0.0135,< LOD,0.0002,< LOD,0.0006,Passed,,,,,,
4455,1/1/2006 13:58,Supervisor,guat,c,t29,b4,leaf,PlantsF1,PlantsF1,60,,0,,0,,0,< LOD,0.3484,0.0618,0.0337,1.7724,0.0413,0.1194,0.007,0.3842,0.0057,0.6734,0.0228,1.3929,0.0058,4.4243,0.047,0.0003,0.0003,< LOD,0,< LOD,0.0002,0.008,0.0009,0.0231,0.0009,< LOD,0.0001,0.0057,0.0002,0.0014,0.0002,< LOD,0.0002,< LOD,0.0001,0.0015,0.0002,0.0005,0.0003,0.0003,0.0003,< LOD,0.0002,< LOD,0.0019,< LOD,0.0135,< LOD,0.0002,< LOD,0.0006,Passed,,,,,,
4456,1/1/2006 14:02,Supervisor,guat,c,t29,b3,leaf,PlantsF1,PlantsF1,60,,0,,0,,0,0.4225,0.3382,0.0703,0.0326,2.2737,0.0459,0.1196,0.0069,0.3673,0.0056,0.6496,0.0225,1.1463,0.0051,2.8988,0.035,< LOD,0.0003,< LOD,0,< LOD,0.0002,0.0211,0.001,0.0087,0.0006,0.0003,0.0001,0.0025,0.0002,0.0011,0.0002,< LOD,0.0002,< LOD,0.0001,0.0024,0.0002,0.0003,0.0003,0.0004,0.0003,< LOD,0.0002,< LOD,0.002,< LOD,0.0116,< LOD,0.0002,< LOD,0.0005,Passed,,,,,,
4457,1/1/2006 14:04,Supervisor,guat,c,t29,b2,leaf,PlantsF1,PlantsF1,60,,0,,0,,0,< LOD,0.3263,0.093,0.0322,2.2639,0.0455,0.1149,0.0068,0.3834,0.0057,0.661,0.0225,0.9888,0.0046,3.6676,0.0412,0.0003,0.0003,< LOD,0,< LOD,0.0002,0.0072,0.0008,0.012,0.0007,< LOD,0.0001,0.0032,0.0002,0.0009,0.0002,< LOD,0.0002,< LOD,0.0001,0.0027,0.0002,0.0005,0.0003,0.0004,0.0003,< LOD,0.0002,< LOD,0.0018,< LOD,0.0119,< LOD,0.0002,< LOD,0.0006,Passed,,,,,,
4458,1/1/2006 14:06,Supervisor,guat,c,t29,b1,leaf,PlantsF1,PlantsF1,60,,0,,0,,0,< LOD,0.3524,0.104,0.0345,1.7872,0.0421,0.12,0.0074,0.3964,0.0058,0.582,0.0221,1.0594,0.005,4.9009,0.0443,0.0003,0.0003,< LOD,0,< LOD,0.0002,0.0033,0.0006,0.0068,0.0005,< LOD,0.0001,0.002,0.0001,0.0005,0.0001,< LOD,0.0002,< LOD,0.0001,0.001,0.0002,0.0003,0.0003,0.0004,0.0002,< LOD,0.0002,< LOD,0.002,< LOD,0.0111,< LOD,0.0002,< LOD,0.0005,Passed,,,,,,
File #,DateTime,Operator,Name,ID,Field1,Field2,test,Application,Method,ElapsedTime,Alloy 1,Match Qual 1,Alloy 2,Match Qual 2,Alloy 3,Match Qual 3,Mg,Mg Err,Al,Al Err,Si,Si Err,P,P Err,S,S Err,K,K Err,Ca,Ca Err,Ti,Ti Err,V,V Err,Cr,Cr Err,Mn,Mn Err,Fe,Fe Err,Co,Co Err,Ni,Ni Err,Cu,Cu Err,Zn,Zn Err,As,As Err,Se,Se Err,Rb,Rb Err,Sr,Sr Err,Zr,Zr Err,Ag,Ag Err,Cd,Cd Err,Sn,Sn Err,Sb,Sb Err,Ba,Ba Err,Hg,Hg Err,Tl,Tl Err,Pb,Pb Err,Cal Check
4459,1/1/2006 14:10,Supervisor,guat,c,t20,b4,soil,Soil,SoilNCDual,60,,0,,0,,0,0.5358,0.1485,12.6626,0.054,34.8199,0.0302,0.1514,0.0073,0.5767,0.0098,1.6144,0.0149,4.4461,0.0183,< LOD,0.0027,0.0002,0.0002,< LOD,0.0006,0.0054,0.0014,0.2485,0.0061,< LOD,0.0023,0.0007,0.0005,0.0004,0.0003,0.0006,0.0002,< LOD,0.001,< LOD,0.0009,0.0003,0.0002,0.0016,0.0012,0.0129,0.0014,< LOD,0.0041,< LOD,0.0042,0.006,0.0038,< LOD,0.0017,< LOD,0.0052,< LOD,0.0004,< LOD,0.0019,< LOD,0.0037,Passed
4460,1/1/2006 14:13,Supervisor,guat,c,t21,b1,soil,Soil,SoilNCDual,60,,0,,0,,0,0.5195,0.1503,12.6487,0.054,34.7336,0.03,0.1534,0.0074,0.5762,0.0098,1.578,0.0147,4.4963,0.0184,< LOD,0.0026,< LOD,0.0002,< LOD,0.0006,0.005,0.0014,0.183,0.0053,< LOD,0.0027,< LOD,0.0005,< LOD,0.0003,0.0008,0.0002,< LOD,0.0014,< LOD,0.0012,0.0003,0.0002,0.0023,0.0015,0.0121,0.0017,< LOD,0.0046,< LOD,0.0047,0.0118,0.0043,< LOD,0.0013,0.0042,0.0041,< LOD,0.0004,< LOD,0.0025,< LOD,0.0049,Passed
4461,1/1/2006 14:16,Supervisor,guat,c,t22,b1,soil,Soil,SoilNCDual,60,,0,,0,,0,0.6665,0.1833,12.6095,0.0564,34.1271,0.0298,0.1508,0.0075,0.6092,0.0104,1.5916,0.0149,5.0342,0.0196,< LOD,0.0027,< LOD,0.0002,< LOD,0.0007,0.0034,0.0015,0.1659,0.0051,< LOD,0.0019,0.0009,0.0004,0.0004,0.0003,0.0009,0.0002,< LOD,0.0012,< LOD,0.0011,0.0003,0.0002,< LOD,0.0013,0.0039,0.0013,< LOD,0.0036,< LOD,0.0039,0.0064,0.0034,< LOD,0.0014,< LOD,0.0043,< LOD,0.0005,< LOD,0.0023,< LOD,0.0043,Passed
4462,1/1/2006 14:19,Supervisor,guat,c,t23,b1,soil,Soil,SoilNCDual,60,,0,,0,,0,0.8338,0.234,13.1012,0.0639,32.5863,0.0319,0.1716,0.0084,0.7004,0.0121,1.5637,0.0149,7.388,0.0246,0.0407,0.0039,0.0011,0.0003,< LOD,0.0009,0.0285,0.0021,0.9904,0.0131,< LOD,0.0012,0.0018,0.0007,0.0033,0.0006,0.0025,0.0004,0.0005,0.0005,< LOD,0.0005,0.001,0.0004,0.0013,0.0006,0.0065,0.0007,< LOD,0.0019,< LOD,0.0022,0.002,0.0019,< LOD,0.0032,< LOD,0.0102,< LOD,0.0007,< LOD,0.0009,< LOD,0.0019,Passed
4463,1/1/2006 14:22,Supervisor,guat,c,t24,b1,soil,Soil,SoilNCDual,60,,0,,0,,0,3.6686,0.8755,1.5027,0.0505,16.3859,0.0272,0.0136,0.003,0.0508,0.0097,0.2278,0.0061,1.8618,0.0131,0.0227,0.0024,0.0035,0.0006,< LOD,0.001,0.0186,0.0012,0.6086,0.0093,< LOD,0.0025,0.0014,0.0006,0.0006,0.0005,0.0025,0.0006,< LOD,0.0008,< LOD,0.0007,0.0016,0.0005,0.0019,0.001,0.0096,0.0011,< LOD,0.0035,< LOD,0.0034,0.0025,0.0021,< LOD,0.0027,< LOD,0.0101,< LOD,0.0007,< LOD,0.0014,0.0066,0.0034,Passed
4464,1/1/2006 14:25,Supervisor,guat,c,t20,b1,soil,Soil,SoilNCDual,60,,0,,0,,0,4.3912,0.8447,0.3377,0.0371,15.1215,0.0195,0.0022,0.0021,< LOD,0.0081,0.056,0.0038,0.2854,0.0054,< LOD,0.0018,0.001,0.0005,< LOD,0.0007,0.0047,0.0008,0.3103,0.0064,< LOD,0.0048,0.0005,0.0004,< LOD,0.0003,0.0014,0.0004,< LOD,0.0013,< LOD,0.0012,0.0009,0.0003,0.0019,0.0016,0.0196,0.0021,< LOD,0.007,< LOD,0.0059,0.0084,0.0038,< LOD,0.0018,< LOD,0.007,< LOD,0.0004,< LOD,0.0024,< LOD,0.0056,Passed
4465,1/1/2006 14:28,Supervisor,guat,c,t21,b1,soil,Soil,SoilNCDual,60,,0,,0,,0,3.1033,0.8455,1.5989,0.0742,17.7485,0.0468,0.0104,0.0031,0.0776,0.0101,0.1046,0.0051,1.5357,0.0121,0.1098,0.0034,0.0069,0.0007,0.0048,0.0011,0.0851,0.0018,1.3788,0.0141,< LOD,0.0017,0.002,0.0007,0.0013,0.0006,0.0044,0.0007,0.0007,0.0005,< LOD,0.0004,0.004,0.0007,0.0023,0.0006,0.025,0.0009,< LOD,0.0024,< LOD,0.0024,< LOD,0.0015,< LOD,0.0046,0.0263,0.018,< LOD,0.0009,< LOD,0.0008,0.0024,0.0019,Passed
4466,1/1/2006 14:31,Supervisor,guat,c,t22,b1,soil,Soil,SoilNCDual,60,,0,,0,,0,4.391,0.8656,0.4199,0.0325,14.9904,0.0151,0.004,0.0023,< LOD,0.0086,0.0645,0.0038,0.6405,0.0078,< LOD,0.0016,< LOD,0.0005,< LOD,0.0007,< LOD,0.0008,0.1596,0.0046,< LOD,0.0041,< LOD,0.0004,< LOD,0.0003,0.0013,0.0004,< LOD,0.0016,< LOD,0.0014,0.0004,0.0003,0.0021,0.0018,0.007,0.0019,< LOD,0.0068,< LOD,0.0057,0.0085,0.004,< LOD,0.0016,< LOD,0.0059,< LOD,0.0005,< LOD,0.0031,< LOD,0.0064,Passed
4467,1/1/2006 14:34,Supervisor,guat,c,t23,b1,soil,Soil,SoilNCDual,60,,0,,0,,0,5.1143,0.8877,0.4252,0.0383,15.0789,0.0195,0.0051,0.0023,< LOD,0.0087,0.0684,0.0039,0.5267,0.0071,< LOD,0.0019,0.001,0.0005,< LOD,0.0008,0.0013,0.0008,0.3291,0.0066,< LOD,0.0037,0.0006,0.0004,0.0006,0.0004,0.0017,0.0004,< LOD,0.0011,0.0014,0.0009,0.0008,0.0004,< LOD,0.0014,0.0104,0.0016,< LOD,0.0053,< LOD,0.0049,0.0068,0.003,< LOD,0.002,0.0095,0.0081,< LOD,0.0005,< LOD,0.0021,< LOD,0.0046,Passed
File #,DateTime,Operator,Name,ID,Field1,Field2,test,Application,Method,ElapsedTime,Alloy 1,Match Qual 1,Alloy 2,Match Qual 2,Alloy 3,Match Qual 3,Fe,Fe Err,Co,Co Err,Ni,Ni Err,Cu,Cu Err,Zn,Zn Err,As,As Err,Se,Se Err,Rb,Rb Err,Sr,Sr Err,Zr,Zr Err,Ag,Ag Err,Cd,Cd Err,Sn,Sn Err,Sb,Sb Err,Ba,Ba Err,Hg,Hg Err,Tl,Tl Err,Pb,Pb Err,Cal Check,,,,,,,,,,,,,,,,,,,,,,
4468,1/1/2006 14:37,Supervisor,guat,c,t25,b4,soil,Soil,SoilNCDual,30,SPECTRUM,100,,0,,0,2.0584,0.0177,< LOD,0.0015,0.0055,0.0011,0.005,0.001,0.0094,0.0012,< LOD,0.0004,0.0004,0.0004,0.0049,0.0013,0.0017,0.0005,0.0131,0.0006,< LOD,0.0021,< LOD,0.002,< LOD,0.0011,< LOD,0.0064,0.0319,0.0271,< LOD,0.0012,< LOD,0.0007,0.0072,0.0019,Passed,,,,,,,,,,,,,,,,,,,,,,
File #,DateTime,Operator,Name,ID,Field1,Field2,test,Application,Method,ElapsedTime,Alloy 1,Match Qual 1,Alloy 2,Match Qual 2,Alloy 3,Match Qual 3,Mg,Mg Err,Al,Al Err,Si,Si Err,P,P Err,S,S Err,K,K Err,Ca,Ca Err,Ti,Ti Err,V,V Err,Cr,Cr Err,Mn,Mn Err,Fe,Fe Err,Co,Co Err,Ni,Ni Err,Cu,Cu Err,Zn,Zn Err,As,As Err,Se,Se Err,Rb,Rb Err,Sr,Sr Err,Zr,Zr Err,Ag,Ag Err,Cd,Cd Err,Sn,Sn Err,Sb,Sb Err,Ba,Ba Err,Hg,Hg Err,Tl,Tl Err,Pb,Pb Err,Cal Check
4471,1/1/2006 12:05,Supervisor,guat,p,t26,b4,soil,Soil,SoilNCDual,60,,0,,0,,0,4.1885,1.04,3.1808,0.0584,15.5783,0.0274,0.0609,0.0054,0.5013,0.017,0.1393,0.0055,7.6336,0.0271,0.0106,0.0032,0.002,0.0008,< LOD,0.0014,0.0216,0.0018,0.4829,0.0093,< LOD,0.0013,0.0022,0.0007,0.0015,0.0006,0.0024,0.0006,< LOD,0.0007,0.0007,0.0007,0.0013,0.0007,0.0014,0.0008,0.0018,0.0008,< LOD,0.0021,< LOD,0.0024,< LOD,0.0015,< LOD,0.0028,< LOD,0.0111,< LOD,0.0009,< LOD,0.0013,< LOD,0.0029,Passed
4472,1/1/2006 12:08,Supervisor,guat,p,t25,b4,soil,Soil,SoilNCDual,60,,0,,0,,0,4.2428,0.8317,1.1839,0.0302,16.1587,0.0115,0.005,0.0025,0.0708,0.0102,0.05,0.0039,0.8041,0.0087,< LOD,0.0016,< LOD,0.0005,< LOD,0.0008,< LOD,0.0009,0.0626,0.0029,< LOD,0.0027,< LOD,0.0004,< LOD,0.0003,0.0012,0.0004,< LOD,0.0016,< LOD,0.0015,0.0005,0.0003,< LOD,0.0018,0.0039,0.0017,< LOD,0.0062,< LOD,0.0056,0.012,0.0039,< LOD,0.0016,0.0093,0.0055,< LOD,0.0005,< LOD,0.0032,< LOD,0.0063,Passed
4473,1/1/2006 12:10,Supervisor,guat,p,t27,b4,soil,Soil,SoilNCDual,60,,0,,0,,0,4.7199,0.9143,0.0946,0.0308,14.1291,0.0125,0.0068,0.0024,< LOD,0.0084,0.0564,0.0037,0.944,0.0093,< LOD,0.0015,< LOD,0.0005,< LOD,0.0007,< LOD,0.0007,0.1127,0.0039,< LOD,0.0031,0.0009,0.0004,< LOD,0.0004,0.0011,0.0004,< LOD,0.0014,< LOD,0.0013,0.0006,0.0004,0.0024,0.0017,0.0047,0.0018,< LOD,0.0066,< LOD,0.0059,0.01,0.0039,< LOD,0.0018,0.0087,0.0067,< LOD,0.0005,< LOD,0.0029,0.0068,0.0064,Passed
4474,1/1/2006 12:12,Supervisor,guat,p,t28,b4,soil,Soil,SoilNCDual,60,,0,,0,,0,4.9183,0.8903,< LOD,0.0306,14.0328,0.0146,< LOD,0.002,< LOD,0.008,0.047,0.0036,0.396,0.0063,< LOD,0.0017,< LOD,0.0005,< LOD,0.0007,0.0036,0.0008,0.3119,0.0065,< LOD,0.0049,0.001,0.0005,< LOD,0.0004,0.0012,0.0004,< LOD,0.0014,< LOD,0.0012,0.0009,0.0004,0.0021,0.0016,0.0196,0.0021,< LOD,0.0074,< LOD,0.0069,0.0074,0.0043,< LOD,0.0023,0.0128,0.0091,< LOD,0.0005,< LOD,0.0025,< LOD,0.0058,Passed
File #,DateTime,Operator,Name,ID,Field1,Field2,test,Application,Method,ElapsedTime,Alloy 1,Match Qual 1,Alloy 2,Match Qual 2,Alloy 3,Match Qual 3,Mg,Mg Err,Al,Al Err,Si,Si Err,P,P Err,S,S Err,Cl,Cl Err,K,K Err,Ca,Ca Err,Ti,Ti Err,V,V Err,Cr,Cr Err,Mn,Mn Err,Fe,Fe Err,Ni,Ni Err,Cu,Cu Err,Zn,Zn Err,As,As Err,Se,Se Err,Br,Br Err,Rb,Rb Err,Sr,Sr Err,Mo,Mo Err,Cd,Cd Err,Ba,Ba Err,Hg,Hg Err,Pb,Pb Err,Cal Check,,,,,,
4475,1/1/2006 12:01,Supervisor,guat,p,t28,b4,soil,PlantsF1,PlantsF1,60,,0,,0,,0,< LOD,0.3076,0.0985,0.035,0.1031,0.0196,0.2395,0.008,0.2904,0.005,0.0463,0.0157,1.5786,0.0068,0.3809,0.0123,0.0004,0.0003,< LOD,0,< LOD,0.0003,0.1313,0.0017,0.0116,0.0008,0.0006,0.0002,0.0012,0.0001,0.0021,0.0001,< LOD,0.0001,< LOD,0.0002,0.0003,0.0002,0.0066,0.0002,0.0009,0.0002,< LOD,0.0003,< LOD,0.0022,< LOD,0.0079,< LOD,0.0002,< LOD,0.0004,Passed,,,,,,
File #,DateTime,Operator,Name,ID,Field1,Field2,test,Application,Method,ElapsedTime,Alloy 1,Match Qual 1,Alloy 2,Match Qual 2,Alloy 3,Match Qual 3,Ca,Ca Err,Mn,Mn Err,Fe,Fe Err,Ni,Ni Err,Cu,Cu Err,Zn,Zn Err,As,As Err,Se,Se Err,Br,Br Err,Rb,Rb Err,Sr,Sr Err,Mo,Mo Err,Cd,Cd Err,Ba,Ba Err,Hg,Hg Err,Pb,Pb Err,Cal Check,,,,,,,,,,,,,,,,,,,,,,,,,,
4476,1/1/2006 12:05,Supervisor,guat,p,t28,b4,soil,PlantsF1,PlantsF1,30,SPECTRUM,100,,0,,0,0.3668,0.0118,0.128,0.0016,0.0115,0.0007,0.0006,0.0002,0.0011,0.0001,0.0019,0.0001,< LOD,0.0001,< LOD,0.0002,0.0004,0.0002,0.0066,0.0002,0.0009,0.0002,< LOD,0.0003,< LOD,0.0022,< LOD,0.0078,< LOD,0.0002,< LOD,0.0004,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,
