Position,Bin_Number,Outlier,File #,DateTime,Operator,Name,ID,Field1,Field2,test,Application,Method,ElapsedTime,Alloy 1,Match Qual 1,Alloy 2,Match Qual 2,Alloy 3,Match Qual 3,Mg,Mg Err,Al,Al Err,Si,Si Err,P,P Err,S,S Err,K,K Err,Ca,Ca Err,Ti,Ti Err,V,V Err,Cr,Cr Err,Mn,Mn Err,Fe,Fe Err,Co,Co Err,Ni,Ni Err,Cu,Cu Err,Zn,Zn Err,As,As Err,Se,Se Err,Rb,Rb Err,Sr,Sr Err,Zr,Zr Err,Ag,Ag Err,Cd,Cd Err,Sn,Sn Err,Sb,Sb Err,Ba,Ba Err,Hg,Hg Err,Tl,Tl Err,Pb,Pb Err,Cal Check
1,T3R2,0,5066,1/31/2006 13:11,Supervisor,ah3745,topside-cyanobacteria,t28,b4,soil,Soil,SoilNCDual,60,,0,,0,,0,1.8345,0.6929,3.3661,0.1178,25.8041,0.085,0.0172,0.0039,2.6707,0.0255,1.9465,0.0169,1.3512,0.0111,< LOD,0.0026,< LOD,0.0004,< LOD,0.0008,0.0095,0.0012,0.3213,0.007,< LOD,0.0006,< LOD,0.0005,< LOD,0.0004,0.0012,0.0004,< LOD,0.0003,< LOD,0.0003,0.0137,0.0007,0.0266,0.0008,0.0047,0.0005,< LOD,0.0023,< LOD,0.0022,0.0016,0.0015,< LOD,0.0056,0.1168,0.024,< LOD,0.0008,< LOD,0.0006,0.0025,0.0014,Passed
2,T3R2,0,5067,1/31/2006 13:12,Supervisor,ah3745,topside-cyanobacteria,t28,b4,soil,Soil,SoilNCDual,60,,0,,0,,0,1.0107,0.5184,3.1792,0.121,29.5619,0.1019,0.025,0.0042,1.7407,0.0191,1.465,0.0152,1.5107,0.0115,< LOD,0.0029,< LOD,0.0003,< LOD,0.0008,0.0141,0.0014,0.936,0.0119,< LOD,0.0007,< LOD,0.0006,0.0018,0.0005,0.0022,0.0004,0.0005,0.0003,< LOD,0.0003,0.0114,0.0007,0.0245,0.0006,0.0072,0.0005,< LOD,0.0019,< LOD,0.0019,< LOD,0.0012,< LOD,0.0067,0.1932,0.0275,< LOD,0.0009,< LOD,0.0005,< LOD,0.0011,Passed
3,T3R2,0,5068,1/31/2006 13:13,Supervisor,ah3745,topside-cyanobacteria,t28,b4,soil,Soil,SoilNCDual,60,,0,,0,,0,2.2199,0.6765,4.5504,0.0869,23.1216,0.0516,0.0292,0.0042,1.1208,0.0194,0.8208,0.0114,1.1463,0.0105,0.1539,0.004,0.0076,0.0006,0.0032,0.0011,0.0294,0.0016,1.7973,0.0162,< LOD,0.0012,0.0009,0.0007,0.0025,0.0007,0.007,0.0008,0.0005,0.0003,< LOD,0.0003,0.0091,0.0008,0.0122,0.0006,0.0332,0.0007,< LOD,0.002,< LOD,0.002,< LOD,0.0013,< LOD,0.0058,0.0646,0.0244,< LOD,0.001,< LOD,0.0006,0.0014,0.0014,Passed
4,T3R2,0,5069,1/31/2006 13:15,Supervisor,ah3745,topside-cyanobacteria,t28,b4,soil,Soil,SoilNCDual,60,,0,,0,,0,1.7302,0.6264,6.4979,0.076,24.7062,0.0362,0.0461,0.005,2.6551,0.0277,0.8696,0.0121,1.6511,0.0128,0.0839,0.0041,0.0007,0.0006,< LOD,0.0013,0.0294,0.002,2.436,0.0196,0.0029,0.0009,0.0023,0.0009,0.0051,0.0009,0.0133,0.001,0.0004,0.0003,< LOD,0.0003,0.0119,0.0009,0.0126,0.0005,0.0419,0.0007,< LOD,0.0016,< LOD,0.0016,< LOD,0.0011,< LOD,0.0068,0.0971,0.0279,< LOD,0.0012,< LOD,0.0005,0.0023,0.0012,Passed
5,T3R2,0,5070,1/31/2006 13:16,Supervisor,ah3745,topside-cyanobacteria,t28,b4,soil,Soil,SoilNCDual,60,,0,,0,,0,1.3393,0.5308,5.6623,0.1344,28.8673,0.0921,0.0279,0.0045,2.1398,0.0216,1.3743,0.0149,2.0517,0.0134,0.016,0.0032,< LOD,0.0004,0.0021,0.0009,0.0211,0.0015,1.3128,0.0142,< LOD,0.0009,0.0008,0.0007,0.0023,0.0006,0.003,0.0005,0.0004,0.0003,< LOD,0.0003,0.0078,0.0007,0.038,0.0008,0.0103,0.0005,< LOD,0.0019,< LOD,0.0019,< LOD,0.0013,< LOD,0.0062,0.1718,0.0258,< LOD,0.0009,< LOD,0.0005,< LOD,0.0012,Passed
6,T3R2,0,5071,1/31/2006 13:17,Supervisor,ah3745,topside-cyanobacteria,t28,b4,soil,Soil,SoilNCDual,60,,0,,0,,0,0.689,0.4715,6.7755,0.1567,28.9596,0.0974,0.033,0.0045,1.1883,0.0166,1.5376,0.0159,1.6767,0.0122,0.0239,0.0032,< LOD,0.0004,< LOD,0.0009,0.0257,0.0016,1.426,0.0147,< LOD,0.0008,0.0014,0.0008,0.0013,0.0006,0.0033,0.0005,0.0007,0.0003,< LOD,0.0003,0.0106,0.0007,0.0366,0.0007,0.0086,0.0005,0.0021,0.0018,< LOD,0.0018,0.0014,0.0013,< LOD,0.0063,0.1336,0.0256,< LOD,0.001,< LOD,0.0005,< LOD,0.0012,Passed
7,T3R2,0,5072,1/31/2006 13:19,Supervisor,ah3745,topside-cyanobacteria,t28,b4,soil,Soil,SoilNCDual,60,,0,,0,,0,1.6544,0.5549,5.1363,0.115,26.3806,0.0753,0.0299,0.0043,1.0188,0.0172,1.3796,0.0148,0.9976,0.0098,0.3766,0.0053,0.0116,0.0005,0.0028,0.0009,0.0443,0.0016,2.9204,0.0206,< LOD,0.0017,0.0011,0.0008,0.0019,0.0006,0.0063,0.0007,< LOD,0.0004,< LOD,0.0003,0.0103,0.0007,0.0158,0.0007,0.0493,0.0009,< LOD,0.0022,< LOD,0.0022,0.0019,0.0014,< LOD,0.0057,0.0757,0.0224,< LOD,0.0009,< LOD,0.0006,0.0038,0.0015,Passed
8,T3R2,0,5073,1/31/2006 13:20,Supervisor,ah3745,topside-cyanobacteria,t28,b4,soil,Soil,SoilNCDual,60,,0,,0,,0,2.8807,0.742,2.7754,0.0814,21.1245,0.0529,0.0156,0.0032,0.1452,0.0104,0.9763,0.0119,0.5229,0.0073,0.0979,0.0034,0.0036,0.0006,0.0026,0.0009,0.0201,0.0012,1.6055,0.0149,< LOD,0.0016,0.0009,0.0007,0.0014,0.0005,0.0062,0.0007,< LOD,0.0004,< LOD,0.0004,0.0104,0.0008,0.0166,0.0007,0.0251,0.0008,< LOD,0.0024,< LOD,0.0023,< LOD,0.0015,< LOD,0.0051,0.0681,0.0212,< LOD,0.0009,< LOD,0.0007,0.0029,0.0016,Passed
9,T3R2,0,5074,1/31/2006 13:22,Supervisor,ah3745,topside-cyanobacteria,t28,b4,soil,Soil,SoilNCDual,60,,0,,0,,0,2.6536,0.7301,4.7513,0.107,24.3288,0.0639,0.0298,0.0048,4.1674,0.0337,1.1799,0.0139,1.0148,0.0101,0.0748,0.0038,< LOD,0.0006,< LOD,0.0012,0.0331,0.0018,1.3162,0.0142,0.0022,0.0011,0.0012,0.0007,0.0018,0.0006,0.0075,0.0008,0.0007,0.0004,< LOD,0.0003,0.0095,0.0008,0.0165,0.0007,0.0219,0.0006,< LOD,0.0021,< LOD,0.002,< LOD,0.0014,< LOD,0.0058,0.1423,0.0254,< LOD,0.0009,< LOD,0.0006,0.0015,0.0014,Passed
1,T3R3,0,5075,1/31/2006 13:24,Supervisor,ah3745,topside-cyanobacteria,t28,b4,soil,Soil,SoilNCDual,60,SPECTRUM,100,,0,,0,1.0981,0.7225,3.2638,0.1257,24.9163,0.0905,0.0247,0.0045,3.156,0.0286,1.2206,0.014,2.9625,0.0165,0.0149,0.0032,< LOD,0.0005,< LOD,0.001,0.009,0.0015,0.8529,0.0119,< LOD,0.0007,< LOD,0.0007,0.0019,0.0006,0.0026,0.0005,0.0006,0.0003,< LOD,0.0003,0.0094,0.0008,0.0308,0.0007,0.0081,0.0005,< LOD,0.0019,< LOD,0.002,< LOD,0.0013,< LOD,0.0065,0.1223,0.0284,< LOD,0.0009,< LOD,0.0005,< LOD,0.0012,Passed
2,T3R3,0,5076,1/31/2006 13:26,Supervisor,ah3745,topside-cyanobacteria,t28,b4,soil,Soil,SoilNCDual,60,,0,,0,,0,2.2352,0.6549,3.6366,0.1139,25.1018,0.0791,0.0121,0.0035,1.2193,0.0183,1.2838,0.0139,1.0203,0.0096,0.0074,0.0029,< LOD,0.0004,0.001,0.0008,0.0125,0.0012,0.8779,0.0113,< LOD,0.0008,< LOD,0.0007,0.0017,0.0006,0.0032,0.0006,< LOD,0.0003,< LOD,0.0003,0.0152,0.0009,0.0559,0.0009,0.0098,0.0006,< LOD,0.002,0.0024,0.002,< LOD,0.0013,< LOD,0.0063,0.1303,0.0266,< LOD,0.0009,< LOD,0.0005,0.0018,0.0013,Passed
3,T3R3,0,5077,1/31/2006 13:27,Supervisor,ah3745,topside-cyanobacteria,t28,b4,soil,Soil,SoilNCDual,60,,0,,0,,0,1.8169,0.6576,6.3893,0.1635,26.7342,0.0921,0.0313,0.0047,1.9686,0.022,4.4384,0.0258,1.0069,0.0101,0.0895,0.004,0.001,0.0005,0.0085,0.001,0.0402,0.0016,1.5747,0.0156,< LOD,0.0011,0.0009,0.0007,0.0012,0.0006,0.0039,0.0006,0.0006,0.0004,< LOD,0.0003,0.02,0.0008,0.0193,0.0007,0.0231,0.0007,< LOD,0.0022,< LOD,0.0022,< LOD,0.0016,< LOD,0.0061,0.2018,0.0257,< LOD,0.0008,< LOD,0.0006,0.0036,0.0014,Passed
4,T3R3,0,5078,1/31/2006 13:28,Supervisor,ah3745,topside-cyanobacteria,t28,b4,soil,Soil,SoilNCDual,60,,0,,0,,0,1.6404,0.5598,5.0751,0.1144,26.3963,0.0748,0.0232,0.004,1.2688,0.0184,1.0609,0.0129,0.9175,0.0092,0.1471,0.0039,0.0039,0.0004,0.0037,0.0009,0.0291,0.0014,1.9538,0.0169,< LOD,0.0011,0.0016,0.0008,0.001,0.0005,0.0053,0.0006,0.0006,0.0003,< LOD,0.0003,0.0132,0.0008,0.012,0.0005,0.0223,0.0006,< LOD,0.002,< LOD,0.0019,< LOD,0.0013,< LOD,0.0064,0.1009,0.0259,< LOD,0.0009,< LOD,0.0005,0.0013,0.0012,Passed
5,T3R3,0,5079,1/31/2006 13:29,Supervisor,ah3745,topside-cyanobacteria,t28,b4,soil,Soil,SoilNCDual,60,,0,,0,,0,1.0138,0.4852,5.6244,0.1368,28.8729,0.0933,0.0308,0.0046,2.0277,0.0211,1.8619,0.0171,1.8952,0.013,0.04,0.0034,0.0009,0.0004,< LOD,0.0009,0.0174,0.0015,1.8652,0.017,< LOD,0.001,< LOD,0.0007,0.0016,0.0006,0.0027,0.0005,0.0004,0.0003,< LOD,0.0003,0.0121,0.0007,0.0432,0.0008,0.0099,0.0005,0.0024,0.0019,< LOD,0.0019,< LOD,0.0013,< LOD,0.0066,0.1643,0.0269,< LOD,0.0009,< LOD,0.0005,< LOD,0.0012,Passed
6,T3R3,0,5080,1/31/2006 13:31,Supervisor,ah3745,topside-cyanobacteria,t28,b4,soil,Soil,SoilNCDual,60,,0,,0,,0,1.1014,0.4648,4.7707,0.1344,29.2762,0.0978,0.0221,0.0037,0.4291,0.0107,0.838,0.0121,1.1542,0.0099,< LOD,0.0026,< LOD,0.0003,< LOD,0.0008,0.0088,0.0013,1.4449,0.0143,< LOD,0.001,< LOD,0.0007,0.0016,0.0005,0.0027,0.0005,< LOD,0.0003,< LOD,0.0003,0.0071,0.0006,0.0521,0.0009,0.0092,0.0006,< LOD,0.002,< LOD,0.002,< LOD,0.0014,< LOD,0.0062,0.1262,0.0249,< LOD,0.0008,< LOD,0.0005,0.0017,0.0012,Passed
7,T3R3,0,5081,1/31/2006 13:32,Supervisor,ah3745,topside-cyanobacteria,t28,b4,soil,Soil,SoilNCDual,60,,0,,0,,0,2.3194,0.6658,3.6274,0.0826,23.289,0.0565,0.0212,0.0037,0.3325,0.0124,1.0074,0.0123,0.5393,0.0074,0.1386,0.0037,0.0078,0.0006,0.0089,0.001,0.022,0.0014,1.6519,0.0151,0.002,0.0018,0.0011,0.0006,0.0012,0.0005,0.0056,0.0007,< LOD,0.0005,< LOD,0.0004,0.0077,0.0007,0.0139,0.0008,0.0355,0.001,< LOD,0.0026,< LOD,0.0025,< LOD,0.0016,< LOD,0.0048,0.0492,0.0191,< LOD,0.0009,< LOD,0.0008,0.0043,0.0019,Passed
8,T3R3,0,5082,1/31/2006 13:33,Supervisor,ah3745,topside-cyanobacteria,t28,b4,soil,Soil,SoilNCDual,60,,0,,0,,0,1.737,0.7671,4.591,0.1389,22.1981,0.0747,0.0391,0.0047,3.8217,0.0342,1.4081,0.0153,0.9478,0.01,0.2122,0.0046,0.0205,0.0007,0.0194,0.0013,0.0604,0.0018,3.3056,0.0229,< LOD,0.0015,< LOD,0.0008,0.002,0.0007,0.0069,0.0008,0.0005,0.0004,0.0005,0.0003,0.0144,0.0009,0.0172,0.0006,0.0333,0.0007,< LOD,0.002,< LOD,0.0021,0.0019,0.0013,< LOD,0.0065,0.1208,0.0288,< LOD,0.0009,< LOD,0.0006,0.0061,0.0014,Passed
9,T3R3,0,5083,1/31/2006 13:34,Supervisor,ah3745,topside-cyanobacteria,t28,b4,soil,Soil,SoilNCDual,60,,0,,0,,0,1.897,0.6831,3.3997,0.0989,23.3387,0.0664,0.0146,0.0034,1.1186,0.0184,0.7938,0.011,0.8558,0.0089,< LOD,0.0025,< LOD,0.0005,0.0011,0.0009,0.0057,0.0011,0.9237,0.0115,< LOD,0.001,0.001,0.0006,0.0017,0.0006,0.0047,0.0006,< LOD,0.0003,< LOD,0.0003,0.0068,0.0008,0.0228,0.0007,0.0162,0.0007,< LOD,0.0022,< LOD,0.0022,< LOD,0.0014,0.0062,0.0059,0.0971,0.0241,< LOD,0.0009,< LOD,0.0006,0.0021,0.0015,Passed
,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CAL,0,5084,1/1/2006 12:01,Supervisor,ah3745,topside-cyanobacteria,t28,b4,soil,Soil,SoilNCDual,60,,0,,0,,0,0.4754,0.2815,6.311,0.1417,33.1962,0.1025,0.019,0.0042,0.1105,0.0064,4.4615,0.026,0.6216,0.0081,0.1479,0.0043,0.0031,0.0003,0.0052,0.0009,0.1157,0.0022,1.7509,0.0159,< LOD,0.0012,0.0054,0.0011,0.0228,0.0012,0.0714,0.0017,0.0084,0.001,< LOD,0.0004,0.0151,0.0007,0.0146,0.0006,0.0245,0.0007,< LOD,0.0022,< LOD,0.0021,< LOD,0.0015,0.0162,0.0056,0.1173,0.0185,< LOD,0.001,0.0008,0.0008,0.0884,0.0025,Passed
,CAL,0,5085,1/1/2006 12:05,Supervisor,ah3745,topside-cyanobacteria,t28,b4,soil,Soil,SoilNCDual,60,,0,,0,,0,0.3755,0.2772,6.4416,0.1435,32.9591,0.1019,0.0152,0.0041,0.1131,0.0065,4.3372,0.0257,0.6035,0.008,0.1381,0.0042,0.0028,0.0003,0.0048,0.0009,0.1098,0.0022,1.6979,0.0156,< LOD,0.0012,0.006,0.0011,0.0216,0.0012,0.0693,0.0016,0.0067,0.001,< LOD,0.0004,0.015,0.0007,0.0146,0.0006,0.022,0.0007,< LOD,0.0021,< LOD,0.0021,< LOD,0.0015,0.0176,0.0056,0.1137,0.0189,< LOD,0.001,< LOD,0.0007,0.0882,0.0025,Passed
,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CAL,0,5086,2/7/2006 10:02,Supervisor,ah3745,topside-cyanobacteria,t28,b4,soil,Soil,SoilNCDual,60,,0,,0,,0,0.9194,0.3124,6.0724,0.1382,32.026,0.0986,0.0129,0.0042,0.1112,0.007,4.3165,0.0256,0.6136,0.0081,0.1436,0.0042,0.0033,0.0003,0.0057,0.0009,0.1161,0.0023,1.7847,0.0161,< LOD,0.0012,0.0057,0.0011,0.0219,0.0012,0.0778,0.0018,0.0071,0.001,< LOD,0.0004,0.0171,0.0007,0.0147,0.0006,0.0237,0.0007,< LOD,0.0021,< LOD,0.0021,< LOD,0.0015,0.0149,0.0058,0.1086,0.0198,< LOD,0.001,0.0014,0.0007,0.0921,0.0025,Passed
1,T1R2,0,5087,2/7/2006 10:23,Supervisor,ah3745,topside-cyanobacteria,t28,b4,soil,Soil,SoilNCDual,60,,0,,0,,0,1.5179,0.7053,4.9257,0.1248,25.7958,0.0842,0.0312,0.0053,5.4054,0.0367,1.4242,0.0153,3.9268,0.0194,0.059,0.0041,< LOD,0.0005,0.0029,0.0012,0.0333,0.0019,1.5887,0.0168,0.0012,0.0009,0.0011,0.0008,0.0017,0.0007,0.0035,0.0006,0.0005,0.0003,< LOD,0.0003,0.0117,0.0008,0.0508,0.0009,0.0097,0.0005,< LOD,0.0018,< LOD,0.0019,< LOD,0.0013,< LOD,0.0065,0.1636,0.0283,< LOD,0.0009,< LOD,0.0005,0.0013,0.0013,Passed
2,T1R2,0,5088,2/7/2006 10:24,Supervisor,ah3745,topside-cyanobacteria,t28,b4,soil,Soil,SoilNCDual,60,,0,,0,,0,2.2151,0.9045,3.2143,0.1026,20.6134,0.0636,0.0207,0.0045,6.6519,0.0446,1.2147,0.0137,3.7755,0.0193,< LOD,0.0036,< LOD,0.0006,< LOD,0.0012,0.0182,0.0016,1.0282,0.0137,< LOD,0.0008,0.0013,0.0007,0.0017,0.0007,0.0028,0.0006,0.0005,0.0003,< LOD,0.0003,0.0134,0.0009,0.0427,0.0009,0.0069,0.0005,< LOD,0.0019,< LOD,0.002,< LOD,0.0013,< LOD,0.0064,0.2097,0.0316,< LOD,0.0009,< LOD,0.0006,< LOD,0.0013,Passed
3,T1R2,0,5089,2/7/2006 10:25,Supervisor,ah3745,topside-cyanobacteria,t28,b4,soil,Soil,SoilNCDual,60,,0,,0,,0,1.5614,0.8118,4.8395,0.1155,23.0088,0.069,0.0239,0.0049,6.2874,0.0415,1.2644,0.0141,4.077,0.0199,0.0085,0.0037,< LOD,0.0006,< LOD,0.0011,0.0129,0.0016,0.9204,0.013,< LOD,0.0006,< LOD,0.0007,0.0019,0.0007,0.0026,0.0006,0.0003,0.0003,< LOD,0.0003,0.0151,0.0009,0.0395,0.0008,0.0061,0.0004,< LOD,0.0017,< LOD,0.0019,< LOD,0.0013,< LOD,0.0071,0.2099,0.034,< LOD,0.0009,< LOD,0.0005,< LOD,0.0011,Passed
4,T1R2,0,5090,2/7/2006 10:27,Supervisor,ah3745,topside-cyanobacteria,t28,b4,soil,Soil,SoilNCDual,60,,0,,0,,0,1.9092,0.8291,3.0808,0.0966,20.2583,0.0586,0.0177,0.0041,4.1137,0.0357,0.8107,0.0112,2.6913,0.0161,0.0124,0.0031,< LOD,0.0006,0.0034,0.0011,0.0093,0.0013,1.6271,0.0165,< LOD,0.0011,0.0012,0.0007,0.0014,0.0006,0.0032,0.0006,0.0004,0.0003,< LOD,0.0003,0.0093,0.0008,0.0404,0.0009,0.009,0.0006,< LOD,0.0021,< LOD,0.0022,< LOD,0.0014,< LOD,0.0062,0.112,0.0282,< LOD,0.0009,< LOD,0.0006,0.0016,0.0014,Passed
5,T1R2,0,5091,2/7/2006 10:28,Supervisor,ah3745,topside-cyanobacteria,t28,b4,soil,Soil,SoilNCDual,60,,0,,0,,0,0.8987,0.4501,5.0091,0.1176,29.019,0.0864,0.0115,0.0032,0.4912,0.0113,1.6587,0.0157,0.955,0.0092,0.0157,0.0029,< LOD,0.0003,< LOD,0.0008,0.0174,0.0014,0.9609,0.0118,< LOD,0.0007,0.0013,0.0008,0.001,0.0005,0.0022,0.0005,0.0005,0.0003,< LOD,0.0003,0.0121,0.0007,0.028,0.0007,0.007,0.0005,< LOD,0.0019,< LOD,0.0019,< LOD,0.0013,< LOD,0.0067,0.1164,0.0264,< LOD,0.0009,< LOD,0.0005,< LOD,0.0011,Passed
6,T1R2,0,5092,2/7/2006 10:30,Supervisor,ah3745,topside-cyanobacteria,t28,b4,soil,Soil,SoilNCDual,60,,0,,0,,0,0.9396,0.579,4.5771,0.1212,25.306,0.0783,0.0142,0.0035,0.9455,0.0165,1.3383,0.0142,1.284,0.0109,0.034,0.0034,< LOD,0.0005,< LOD,0.0009,0.0213,0.0014,1.6665,0.0158,< LOD,0.001,< LOD,0.0007,0.0011,0.0006,0.0033,0.0006,< LOD,0.0003,< LOD,0.0003,0.0128,0.0008,0.0299,0.0007,0.0083,0.0005,< LOD,0.0019,< LOD,0.0019,< LOD,0.0013,< LOD,0.0066,0.1972,0.0274,< LOD,0.001,< LOD,0.0005,0.0017,0.0012,Passed
7,T1R2,0,5093,2/7/2006 10:31,Supervisor,ah3745,topside-cyanobacteria,t28,b4,soil,Soil,SoilNCDual,60,,0,,0,,0,1.2122,0.7958,4.0429,0.1183,23.7605,0.0789,0.0306,0.0049,7.2505,0.0438,1.3706,0.0148,3.984,0.0198,< LOD,0.0034,< LOD,0.0005,< LOD,0.0011,0.0265,0.0017,1.3732,0.016,< LOD,0.0008,0.0012,0.0008,0.0017,0.0007,0.0031,0.0006,0.0005,0.0003,< LOD,0.0003,0.0126,0.0009,0.0304,0.0007,0.0067,0.0004,< LOD,0.0018,< LOD,0.0019,< LOD,0.0013,< LOD,0.0072,0.2039,0.0343,< LOD,0.0009,< LOD,0.0005,< LOD,0.0011,Passed
8,T1R2,0,5094,2/7/2006 10:33,Supervisor,ah3745,topside-cyanobacteria,t28,b4,soil,Soil,SoilNCDual,60,,0,,0,,0,1.9763,0.7504,4.3989,0.1137,23.2555,0.0707,0.0263,0.0045,3.4768,0.0312,0.8847,0.0119,2.8186,0.0162,0.0774,0.0037,0.0045,0.0006,0.0014,0.001,0.0453,0.0017,1.2938,0.0145,< LOD,0.001,0.001,0.0007,0.0018,0.0006,0.0028,0.0006,0.0005,0.0003,< LOD,0.0003,0.0085,0.0008,0.0392,0.0008,0.0076,0.0005,< LOD,0.002,< LOD,0.0021,0.0015,0.0014,< LOD,0.0061,0.1095,0.0271,< LOD,0.0009,< LOD,0.0006,< LOD,0.0013,Passed
9,T1R2,0,5095,2/7/2006 10:34,Supervisor,ah3745,topside-cyanobacteria,t28,b4,soil,Soil,SoilNCDual,60,,0,,0,,0,1.317,0.806,6.221,0.1226,24.0391,0.0682,0.0357,0.0053,8.0222,0.0455,1.5608,0.0156,4.9793,0.0221,< LOD,0.0035,< LOD,0.0005,< LOD,0.0011,0.0191,0.0017,0.8027,0.0125,< LOD,0.0006,< LOD,0.0007,0.0014,0.0007,0.0028,0.0005,< LOD,0.0003,< LOD,0.0003,0.0152,0.0009,0.0583,0.0009,0.0054,0.0004,< LOD,0.0018,< LOD,0.0019,0.0014,0.0014,< LOD,0.0067,0.2578,0.0325,< LOD,0.0008,< LOD,0.0005,0.0016,0.0012,Passed
1,T6R1,0,5096,2/7/2006 10:37,Supervisor,ah3745,topside-cyanobacteria,t28,b4,soil,Soil,SoilNCDual,60,,0,,0,,0,1.2524,0.6876,5.7593,0.1281,24.9575,0.0758,0.0178,0.0046,4.337,0.0334,1.1922,0.0138,3.1512,0.0172,0.0331,0.0037,< LOD,0.0005,< LOD,0.001,0.0161,0.0015,1.387,0.0154,< LOD,0.0008,0.0009,0.0008,0.0022,0.0007,0.0032,0.0006,0.0005,0.0003,< LOD,0.0003,0.0128,0.0008,0.0366,0.0007,0.0078,0.0005,< LOD,0.0018,< LOD,0.0019,< LOD,0.0013,< LOD,0.0067,0.2111,0.0305,< LOD,0.0009,< LOD,0.0005,< LOD,0.0012,Passed
1,T6R1,0,5097,2/7/2006 10:38,Supervisor,ah3745,topside-cyanobacteria,t28,b4,soil,Soil,SoilNCDual,60,,0,,0,,0,0.9238,0.6645,5.1398,0.1316,25.0089,0.0807,0.0153,0.0042,3.0333,0.0281,1.5493,0.0155,2.4967,0.0153,0.0131,0.0035,< LOD,0.0005,< LOD,0.001,0.0129,0.0015,1.3486,0.0149,< LOD,0.0008,0.0009,0.0007,0.0024,0.0007,0.0031,0.0006,0.0007,0.0003,< LOD,0.0003,0.0134,0.0009,0.0345,0.0007,0.0099,0.0005,< LOD,0.0018,< LOD,0.0019,0.0016,0.0013,< LOD,0.007,0.2016,0.0312,0.0009,0.0009,< LOD,0.0005,< LOD,0.0012,Passed
2,T6R1,0,5098,2/7/2006 10:40,Supervisor,ah3745,topside-cyanobacteria,t28,b4,soil,Soil,SoilNCDual,60,,0,,0,,0,1.3183,0.8141,4.2755,0.1186,22.4609,0.0718,0.0207,0.0047,5.9073,0.0407,1.7307,0.0162,3.8702,0.0195,< LOD,0.0032,< LOD,0.0005,0.0028,0.0012,0.0119,0.0016,1.1136,0.0142,< LOD,0.0009,0.0008,0.0008,0.002,0.0007,0.0045,0.0007,< LOD,0.0003,< LOD,0.0003,0.0272,0.0011,0.0347,0.0008,0.007,0.0005,< LOD,0.002,< LOD,0.0021,< LOD,0.0014,< LOD,0.0065,0.15,0.0303,< LOD,0.0009,< LOD,0.0006,< LOD,0.0014,Passed
2,T6R1,0,5099,2/7/2006 10:41,Supervisor,ah3745,topside-cyanobacteria,t28,b4,soil,Soil,SoilNCDual,60,,0,,0,,0,1.796,0.8015,4.3697,0.1168,22.8714,0.0715,0.0196,0.0046,5.3742,0.0385,1.6521,0.0158,3.6145,0.0186,< LOD,0.0032,< LOD,0.0005,0.0041,0.0011,0.0148,0.0015,1.2497,0.0149,< LOD,0.0009,0.0008,0.0008,0.0009,0.0006,0.0071,0.0008,0.0006,0.0003,< LOD,0.0003,0.0203,0.001,0.0341,0.0008,0.0066,0.0005,< LOD,0.0019,< LOD,0.002,0.002,0.0014,< LOD,0.0064,0.1654,0.0295,< LOD,0.0009,< LOD,0.0006,< LOD,0.0013,Passed
3,T6R1,0,5100,2/7/2006 10:42,Supervisor,ah3745,topside-cyanobacteria,t28,b4,soil,Soil,SoilNCDual,60,,0,,0,,0,1.9468,0.7872,2.6668,0.1098,21.6262,0.0724,0.0108,0.0037,2.0751,0.0253,1.1052,0.0129,1.9011,0.0134,0.0127,0.0031,< LOD,0.0006,< LOD,0.001,0.0135,0.0013,1.1356,0.0133,< LOD,0.0008,0.0011,0.0007,0.0012,0.0006,0.0024,0.0006,< LOD,0.0003,< LOD,0.0003,0.0116,0.0009,0.0298,0.0007,0.0073,0.0005,< LOD,0.002,< LOD,0.002,< LOD,0.0013,< LOD,0.0068,0.1491,0.03,< LOD,0.0009,< LOD,0.0005,0.0016,0.0012,Passed
3,T6R1,0,5101,2/7/2006 10:43,Supervisor,ah3745,topside-cyanobacteria,t28,b4,soil,Soil,SoilNCDual,60,,0,,0,,0,1.1769,0.7406,2.9731,0.1138,22.4177,0.0751,0.0124,0.0037,2.0836,0.0249,1.3853,0.0144,1.8719,0.0133,0.0303,0.0033,0.0007,0.0006,< LOD,0.0009,0.0126,0.0013,1.1121,0.0133,< LOD,0.0008,0.0009,0.0007,0.0017,0.0006,0.0032,0.0006,< LOD,0.0003,< LOD,0.0003,0.0149,0.0009,0.0284,0.0007,0.0076,0.0005,< LOD,0.0019,< LOD,0.0019,< LOD,0.0013,< LOD,0.007,0.1275,0.0309,< LOD,0.0009,< LOD,0.0005,< LOD,0.0012,Passed
